feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id,label_model,prob
V1,22.809817,V2,V9,2817.121828,V4,V3,4.0,V2,V0,4.0,V2,33.701522,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9403034448623657
V3,11.950562,V2,V0,659.785767,V0,V2,4.0,V2,V0,1.0,V0,42.010704,none,V1,1.0,V2,1.0,yes,no,0,11,0,0.8183269500732422
V3,17.459292,V2,V9,3302.749089,V0,V4,1.0,V2,V2,4.0,V0,60.201206,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9901005625724792
V0,24.529978,V3,V3,602.928846,V0,V2,4.0,V1,V2,2.0,V0,22.553651,none,V1,2.0,V2,1.0,none,yes,0,11,1,0.7973055243492126
V3,51.426712,V2,V2,7018.838619,V2,V3,4.0,V2,V0,1.0,V1,65.757863,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9664429426193237
V0,12.060581,V2,V3,1685.242282,V0,V4,3.0,V1,V0,4.0,V1,71.318838,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.7989075183868408
V2,17.381338,V2,V0,2213.134757,V2,V4,2.0,V2,V0,1.0,V1,33.645056,none,V0,1.0,V2,2.0,none,yes,0,11,0,0.8136371374130249
V3,12.564107,V2,V3,2226.956553,V1,V2,3.0,V1,V2,1.0,V0,26.043179,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.9905723333358765
V3,21.96154,V4,V0,4436.865661,V4,V2,3.0,V2,V0,3.0,V0,29.503269,none,V1,2.0,V1,1.0,none,yes,0,11,0,0.9809181690216064
V0,24.634131,V2,V2,7917.886277,V0,V1,4.0,V2,V0,4.0,V2,31.154864,none,V1,1.0,V2,1.0,yes,yes,0,11,1,0.5237038135528564
V1,12.369128,V2,V2,874.632733,V1,V2,4.0,V2,V0,2.0,V1,35.520633,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.60912024974823
V3,38.598815,V2,V3,2399.173951,V0,V2,4.0,V3,V0,4.0,V1,27.045674,none,V1,1.0,V2,1.0,yes,yes,0,11,0,0.9012387990951538
V1,9.57305,V2,V3,1551.660943,V0,V1,2.0,V2,V0,1.0,V0,22.014325,none,V1,1.0,V1,2.0,none,yes,0,11,0,0.7529516220092773
V1,9.545624,V0,V2,1714.778184,V0,V4,4.0,V2,V0,4.0,V2,33.586182,none,V1,2.0,V3,2.0,yes,yes,0,11,1,0.8152003288269043
V3,35.173881,V4,V0,2601.119281,V0,V1,4.0,V2,V0,4.0,V0,33.895045,none,V0,2.0,V2,1.0,yes,yes,0,11,0,0.823570728302002
V0,43.357026,V0,V0,1587.583074,V0,V4,4.0,V2,V0,4.0,V1,39.170531,none,V1,2.0,V2,2.0,yes,yes,0,11,1,0.9379472136497498
V3,22.203365,V3,V3,1685.720563,V4,V4,4.0,V2,V0,4.0,V2,45.710973,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.9772918820381165
V3,16.45455,V2,V0,1049.732478,V2,V4,4.0,V1,V0,4.0,V3,24.101856,stores,V2,1.0,V2,1.0,none,yes,0,11,0,0.6600133776664734
V1,17.684523,V2,V9,1550.721631,V0,V1,4.0,V2,V0,2.0,V0,33.365917,none,V1,1.0,V2,1.0,yes,yes,0,11,0,0.7276280522346497
V0,11.735013,V2,V1,1145.313437,V0,V2,3.0,V1,V0,4.0,V0,31.708414,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.8920315504074097
V3,18.253971,V2,V2,9086.050428,V4,V1,1.0,V2,V2,3.0,V0,27.752849,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.9227739572525024
V3,24.159005,V4,V6,2395.517706,V4,V4,4.0,V1,V0,4.0,V1,56.09726,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.9373093247413635
V0,17.857954,V2,V0,2568.950405,V0,V1,2.0,V2,V1,2.0,V0,23.820746,stores,V1,1.0,V2,1.0,none,yes,0,11,1,0.9400264620780945
V0,44.238629,V2,V9,7538.431232,V0,V1,2.0,V2,V0,1.0,V3,23.948272,none,V2,1.0,V2,1.0,yes,yes,0,11,1,0.6919925212860107
V1,8.162745,V2,V3,1257.723764,V1,V1,4.0,V2,V0,2.0,V2,29.265921,stores,V0,1.0,V1,1.0,none,yes,0,11,1,0.8641662001609802
V1,24.150015,V2,V3,1946.562224,V1,V3,4.0,V0,V0,4.0,V1,41.467184,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.5478230714797974
V1,12.059387,V1,V9,1195.964876,V0,V3,4.0,V1,V0,2.0,V1,33.936877,stores,V0,2.0,V1,1.0,yes,yes,0,11,1,0.7897588014602661
V3,18.520259,V2,V3,2558.216644,V2,V2,4.0,V2,V0,4.0,V2,30.961701,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9732101559638977
V1,17.230784,V4,V0,2415.054425,V0,V4,4.0,V2,V0,4.0,V2,34.029411,none,V1,2.0,V1,1.0,yes,yes,0,11,0,0.9358818531036377
V1,18.683926,V4,V9,2711.164188,V1,V1,4.0,V1,V0,1.0,V2,21.829065,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.7551760673522949
V3,12.171246,V2,V8,5529.689821,V1,V2,2.0,V1,V0,1.0,V1,29.333845,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9921501874923706
V3,12.438519,V4,V0,551.798098,V0,V4,4.0,V1,V0,4.0,V1,37.656692,bank,V1,2.0,V2,1.0,yes,yes,0,11,0,0.8957520127296448
V0,11.905795,V2,V3,1134.674588,V0,V0,4.0,V2,V0,4.0,V3,31.465977,bank,V2,1.0,V3,2.0,yes,yes,0,11,1,0.7089516520500183
V1,15.539142,V3,V9,1229.126387,V0,V1,1.0,V0,V0,1.0,V3,31.999765,none,V1,2.0,V2,1.0,yes,yes,0,11,1,0.904754638671875
V3,6.508594,V0,V0,2531.462129,V0,V1,2.0,V2,V0,1.0,V0,34.701363,stores,V0,4.0,V3,2.0,yes,yes,0,11,0,0.7911291122436523
V1,17.092604,V3,V0,1316.728223,V3,V3,4.0,V2,V0,4.0,V3,27.005392,none,V2,2.0,V2,2.0,yes,yes,0,11,0,0.5277194976806641
V0,31.693222,V2,V0,2355.45179,V4,V0,4.0,V2,V0,1.0,V0,34.931113,bank,V0,1.0,V0,1.0,none,yes,0,11,1,0.9570475816726685
V1,50.306379,V4,V3,1750.937108,V0,V4,2.0,V2,V0,4.0,V0,56.714808,stores,V1,2.0,V1,1.0,none,yes,0,11,0,0.9252560138702393
V1,11.58328,V3,V2,2262.968269,V4,V3,4.0,V1,V1,1.0,V3,54.948912,none,V2,2.0,V1,1.0,none,yes,0,11,0,0.8790634274482727
V0,6.134904,V0,V2,1974.691867,V1,V1,1.0,V2,V0,4.0,V3,32.998464,none,V2,2.0,V1,1.0,none,yes,0,11,1,0.7909716367721558
V3,12.257988,V4,V9,1004.692435,V0,V4,4.0,V0,V0,2.0,V1,54.000336,bank,V0,2.0,V1,1.0,none,yes,0,11,0,0.8482126593589783
V3,11.756583,V2,V2,1338.183847,V0,V2,2.0,V2,V0,2.0,V0,44.016165,none,V1,1.0,V2,1.0,yes,yes,0,11,0,0.9481697082519531
V1,6.384946,V0,V2,994.161598,V1,V2,4.0,V0,V0,2.0,V2,39.131799,none,V0,2.0,V2,1.0,yes,yes,0,11,1,0.898344874382019
V0,23.321276,V2,V2,964.836317,V0,V1,2.0,V1,V0,3.0,V1,23.358797,none,V0,1.0,V3,1.0,yes,yes,0,11,1,0.8381462097167969
V1,17.335999,V2,V0,1264.172348,V1,V3,1.0,V2,V0,4.0,V0,38.085978,none,V1,1.0,V0,1.0,none,no,0,11,0,0.7436056733131409
V0,45.711051,V2,V0,6195.416751,V4,V0,2.0,V0,V0,1.0,V3,32.901669,none,V1,3.0,V3,1.0,yes,yes,0,11,1,0.9930330514907837
V3,15.518911,V2,V3,2153.277993,V0,V2,4.0,V2,V0,2.0,V0,33.695274,none,V1,1.0,V3,1.0,none,yes,0,11,0,0.9663468599319458
V3,35.859667,V2,V2,3689.040404,V4,V4,4.0,V2,V0,4.0,V2,38.777715,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.929470419883728
V1,23.51552,V2,V2,927.425244,V0,V2,1.0,V2,V0,2.0,V2,26.098756,none,V1,1.0,V3,1.0,none,yes,0,11,1,0.8913089036941528
V0,7.029465,V2,V1,450.389151,V0,V4,4.0,V2,V2,2.0,V0,37.443323,none,V1,1.0,V1,2.0,none,yes,0,11,0,0.9727786183357239
V3,8.930084,V4,V6,1325.77151,V4,V1,4.0,V2,V0,3.0,V3,29.697795,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.878369927406311
V1,12.082323,V2,V0,1622.036488,V0,V1,2.0,V2,V0,3.0,V0,28.643734,none,V0,1.0,V3,1.0,yes,yes,0,11,0,0.6336378455162048
V0,12.550405,V1,V6,806.503935,V0,V3,1.0,V1,V0,4.0,V1,63.077723,bank,V1,2.0,V1,1.0,none,yes,0,11,1,0.6889228224754333
V1,12.732234,V4,V0,1815.622669,V3,V2,2.0,V1,V0,4.0,V2,36.728952,none,V1,2.0,V1,1.0,none,yes,0,11,0,0.8634077906608582
V0,12.196314,V4,V5,731.245865,V0,V3,4.0,V0,V0,4.0,V2,38.765524,none,V1,2.0,V2,1.0,none,yes,0,11,1,0.6982651352882385
V0,23.198802,V4,V0,1271.432757,V0,V4,4.0,V2,V0,2.0,V0,25.85719,none,V1,3.0,V2,1.0,none,yes,0,11,0,0.6774364113807678
V1,25.450498,V2,V2,1340.083256,V1,V1,1.0,V2,V0,3.0,V2,40.421483,none,V1,1.0,V2,1.0,none,yes,0,11,1,0.7958730459213257
V0,24.473897,V4,V2,14378.996866,V4,V1,2.0,V2,V0,1.0,V0,42.953253,none,V0,1.0,V2,1.0,none,yes,0,11,0,0.8861218690872192
V0,8.567841,V1,V9,2052.274499,V2,V2,1.0,V3,V0,2.0,V1,28.997212,bank,V1,1.0,V2,1.0,none,no,0,11,0,0.9784988164901733
V3,7.483661,V4,V2,1384.51387,V4,V2,2.0,V2,V0,2.0,V2,39.912579,none,V0,2.0,V2,2.0,none,yes,0,11,0,0.9542654752731323
V2,18.691468,V4,V3,2303.411623,V0,V2,3.0,V2,V0,1.0,V3,28.752123,none,V2,1.0,V2,1.0,none,yes,0,11,0,0.9471877813339233
V0,18.477823,V4,V2,914.103606,V0,V0,4.0,V2,V0,2.0,V1,32.13129,none,V1,2.0,V3,1.0,yes,yes,0,11,1,0.5648743510246277
V1,5.02453,V4,V9,2403.499494,V1,V2,1.0,V1,V0,4.0,V1,38.411992,none,V1,2.0,V2,1.0,yes,yes,0,11,0,0.9882947206497192
V1,17.502783,V2,V2,1415.190823,V0,V4,4.0,V2,V0,4.0,V1,37.595566,stores,V1,1.0,V2,1.0,yes,yes,0,11,0,0.816583514213562
V3,16.566361,V2,V0,7928.869091,V4,V3,3.0,V3,V0,3.0,V2,22.845177,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9857321977615356
V3,13.864445,V4,V3,184.595088,V1,V4,4.0,V2,V0,4.0,V2,23.672636,none,V0,2.0,V2,1.0,yes,yes,0,11,0,0.9135434031486511
V2,11.847707,V2,V0,436.710403,V0,V1,4.0,V2,V2,1.0,V0,30.931189,bank,V1,2.0,V1,1.0,none,yes,0,11,0,0.665786862373352
V3,8.726598,V2,V0,679.038784,V0,V2,4.0,V1,V0,4.0,V0,24.060064,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.8547350168228149
V0,17.291341,V2,V3,1004.681033,V4,V4,4.0,V0,V0,4.0,V1,52.051851,none,V0,1.0,V2,2.0,none,yes,0,11,0,0.9198423027992249
V3,15.373844,V3,V9,8614.833648,V0,V1,1.0,V2,V0,4.0,V3,49.96279,none,V2,2.0,V2,2.0,none,yes,0,11,0,0.7896610498428345
V1,24.379981,V2,V2,5869.322833,V0,V2,3.0,V1,V0,4.0,V2,36.28311,none,V1,2.0,V2,1.0,yes,yes,0,11,0,0.6583543419837952
V0,38.938478,V3,V2,4774.455059,V0,V4,4.0,V2,V0,4.0,V0,42.863196,none,V1,2.0,V3,1.0,yes,yes,0,11,1,0.60202956199646
V0,8.152672,V1,V2,1664.300182,V0,V2,4.0,V1,V0,3.0,V1,26.050341,none,V1,3.0,V3,1.0,yes,yes,0,11,1,0.9316403269767761
V3,24.795796,V3,V3,990.16206,V4,V1,4.0,V0,V1,1.0,V1,20.318368,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.9103921055793762
V2,11.915408,V4,V0,2209.279563,V1,V2,4.0,V1,V0,4.0,V1,24.337502,stores,V1,2.0,V1,1.0,none,yes,0,11,0,0.7114830613136292
V0,12.205743,V2,V3,2018.060738,V0,V4,4.0,V1,V0,4.0,V2,22.655945,none,V1,1.0,V2,1.0,yes,yes,0,11,0,0.8816927075386047
V0,39.021198,V2,V9,4049.272098,V2,V1,4.0,V2,V0,3.0,V3,32.480225,none,V2,1.0,V1,1.0,none,yes,0,11,1,0.7077822089195251
V0,37.400538,V2,V6,7286.146761,V1,V4,1.0,V1,V0,4.0,V3,27.309769,none,V1,4.0,V3,1.0,yes,yes,0,11,1,0.9616803526878357
V0,20.32376,V0,V1,2522.274503,V0,V2,4.0,V2,V0,4.0,V2,35.271166,none,V1,3.0,V3,1.0,yes,yes,0,11,1,0.6527135372161865
V0,24.939275,V2,V3,3832.78489,V0,V2,4.0,V0,V0,2.0,V3,32.969151,none,V2,1.0,V2,1.0,yes,yes,0,11,1,0.5184515118598938
V0,23.664373,V0,V3,2386.214219,V0,V1,1.0,V1,V0,1.0,V3,49.043811,none,V2,1.0,V2,1.0,none,yes,0,11,1,0.8603747487068176
V3,24.854241,V2,V3,6732.229474,V0,V4,1.0,V0,V0,4.0,V1,27.153205,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9351638555526733
V0,22.614826,V0,V3,1464.402838,V0,V4,4.0,V2,V0,4.0,V2,75.292184,stores,V1,2.0,V3,1.0,none,yes,0,11,1,0.9570578336715698
V1,17.368703,V2,V3,1224.324618,V0,V4,4.0,V2,V1,4.0,V0,27.922651,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.5934226512908936
V1,17.197191,V4,V0,3075.807488,V1,V1,2.0,V2,V0,1.0,V2,34.0529,bank,V1,3.0,V1,1.0,yes,yes,0,11,1,0.6463634371757507
V3,15.984211,V2,V0,1389.856111,V4,V4,2.0,V1,V0,4.0,V1,22.038955,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9196483492851257
V1,16.371805,V2,V3,886.985393,V1,V3,4.0,V3,V0,4.0,V2,29.740808,none,V0,1.0,V3,1.0,yes,yes,0,11,1,0.6561281085014343
V3,24.487315,V2,V2,6933.067973,V0,V2,3.0,V2,V0,4.0,V2,58.029535,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9080970883369446
V3,9.913433,V2,V2,2296.054162,V4,V2,3.0,V2,V2,2.0,V0,34.107443,none,V1,1.0,V2,2.0,none,yes,0,11,0,0.9957854151725769
V1,17.396814,V2,V0,3007.980784,V0,V4,2.0,V2,V0,1.0,V0,32.560584,none,V1,1.0,V2,2.0,yes,yes,0,11,0,0.8614331483840942
V1,6.831178,V4,V9,1585.088705,V0,V4,2.0,V1,V0,4.0,V1,43.108711,none,V0,2.0,V2,1.0,none,yes,0,11,0,0.8913716077804565
V0,30.421054,V4,V3,4370.497894,V0,V2,4.0,V1,V0,3.0,V1,22.628209,none,V1,2.0,V2,1.0,yes,yes,0,11,1,0.6187617778778076
V0,19.397733,V2,V1,2462.115379,V0,V3,1.0,V2,V0,4.0,V2,43.743558,bank,V0,1.0,V2,1.0,none,yes,0,11,0,0.6455366611480713
V3,12.32696,V2,V6,2185.611132,V3,V2,4.0,V1,V0,2.0,V3,28.116809,none,V2,1.0,V2,1.0,none,yes,0,11,0,0.8137794733047485
V0,24.121311,V2,V1,1983.602393,V0,V1,4.0,V2,V0,2.0,V2,23.548956,none,V1,3.0,V2,1.0,none,yes,0,11,0,0.5642217397689819
V3,19.122873,V2,V3,1539.037262,V2,V2,2.0,V2,V0,1.0,V3,43.500389,none,V1,1.0,V2,2.0,yes,yes,0,11,0,0.8645746111869812
V1,16.032662,V3,V0,767.342385,V0,V2,4.0,V1,V2,2.0,V0,40.176074,none,V1,1.0,V1,1.0,yes,yes,0,11,0,0.8673673868179321
V3,7.585703,V4,V9,1640.146112,V1,V2,4.0,V2,V0,1.0,V1,39.592269,none,V1,2.0,V2,1.0,yes,yes,0,11,0,0.988559901714325
V2,7.481302,V4,V6,1259.280971,V0,V4,4.0,V1,V0,4.0,V2,56.459363,bank,V1,2.0,V2,1.0,yes,yes,0,11,0,0.7516932487487793
V1,9.36511,V2,V2,914.612059,V4,V2,4.0,V2,V0,2.0,V2,27.761496,none,V0,2.0,V1,1.0,none,yes,0,11,0,0.6340405344963074
V1,24.225058,V4,V1,10547.033562,V0,V2,1.0,V1,V2,4.0,V0,48.335349,none,V1,1.0,V2,1.0,yes,yes,0,11,0,0.9536758661270142
V3,5.277696,V4,V0,1275.74777,V0,V0,4.0,V1,V0,4.0,V0,47.318644,none,V1,2.0,V3,1.0,none,yes,0,11,0,0.9908913373947144
V3,6.544558,V4,V6,1667.775256,V4,V2,1.0,V2,V0,2.0,V1,29.379765,none,V1,2.0,V1,1.0,yes,yes,0,11,0,0.9962940216064453
V3,23.513256,V2,V0,3527.984038,V2,V4,2.0,V1,V0,2.0,V2,40.022085,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9360796213150024
V1,16.622095,V2,V2,1709.598639,V0,V2,2.0,V3,V0,4.0,V1,40.87531,none,V1,1.0,V2,1.0,none,yes,0,11,1,0.6572420001029968
V0,23.434165,V2,V8,1481.103565,V4,V1,4.0,V1,V0,4.0,V2,29.86305,bank,V1,1.0,V2,1.0,none,yes,0,11,1,0.629026472568512
V1,12.112313,V2,V4,824.300388,V3,V4,4.0,V2,V0,4.0,V1,49.3138,none,V1,1.0,V2,2.0,none,yes,0,11,0,0.8267484903335571
V3,21.454438,V4,V6,3628.553561,V1,V2,1.0,V0,V0,2.0,V2,49.778045,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.9543524384498596
V3,25.311105,V4,V1,1213.268006,V4,V4,4.0,V2,V1,2.0,V1,26.118685,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.9779179096221924
V0,4.514411,V2,V9,1305.957334,V0,V1,3.0,V1,V0,2.0,V3,41.924441,none,V2,1.0,V1,1.0,none,yes,0,11,1,0.7723275423049927
V3,12.445898,V4,V1,1495.689336,V3,V3,4.0,V2,V0,4.0,V1,26.165826,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9938995242118835
V1,49.130435,V0,V3,9888.392417,V4,V2,4.0,V2,V0,2.0,V2,27.362331,none,V1,2.0,V1,2.0,none,yes,0,11,0,0.5998520851135254
V1,18.64231,V3,V0,3262.024495,V0,V4,4.0,V2,V0,2.0,V3,39.838195,none,V2,2.0,V2,1.0,none,yes,0,11,0,0.7060499787330627
V3,11.918873,V2,V9,4606.769562,V0,V2,3.0,V3,V0,2.0,V1,23.354604,bank,V1,1.0,V2,1.0,yes,yes,0,11,0,0.8345462083816528
V3,31.209636,V2,V1,2900.879073,V4,V1,4.0,V3,V0,3.0,V1,55.150633,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9218350648880005
V3,11.953976,V2,V1,1447.861054,V0,V1,2.0,V1,V0,2.0,V2,56.678659,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9483380913734436
V3,18.311551,V2,V9,2068.155419,V1,V2,1.0,V2,V0,2.0,V1,35.270113,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.9483445286750793
V1,46.917081,V2,V0,10903.425224,V0,V0,4.0,V1,V0,1.0,V1,26.485895,none,V0,1.0,V3,1.0,yes,yes,0,11,1,0.9890080690383911
V0,23.688286,V2,V3,1555.234286,V0,V3,4.0,V3,V0,2.0,V2,32.052134,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.8118665814399719
V1,10.113287,V2,V1,1803.522468,V4,V1,4.0,V2,V0,4.0,V1,42.079041,bank,V1,1.0,V0,1.0,yes,yes,0,11,0,0.9191813468933105
V2,12.626959,V1,V0,1523.395575,V0,V3,4.0,V2,V0,4.0,V0,28.297467,bank,V1,1.0,V2,1.0,none,yes,0,11,0,0.8154550790786743
V1,12.188201,V2,V1,801.949917,V1,V4,4.0,V3,V0,4.0,V0,32.34396,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.7634852528572083
V3,6.029929,V2,V1,1327.826452,V0,V1,2.0,V2,V0,4.0,V1,22.426435,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9723226428031921
V2,24.70376,V2,V3,3855.836567,V3,V2,2.0,V2,V2,1.0,V1,35.444009,none,V0,1.0,V2,1.0,none,yes,0,11,0,0.9723429679870605
V2,12.067152,V2,V0,2252.225361,V0,V4,4.0,V3,V0,4.0,V0,33.297133,bank,V0,2.0,V2,1.0,none,yes,0,11,0,0.7053438425064087
V1,25.01409,V4,V2,8479.978651,V0,V2,2.0,V3,V0,2.0,V1,51.634288,bank,V1,2.0,V3,2.0,none,yes,0,11,1,0.892645001411438
V3,11.780679,V3,V3,978.266473,V0,V1,4.0,V2,V0,1.0,V2,28.92836,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.8542165756225586
V2,23.402091,V1,V2,761.677096,V4,V2,3.0,V2,V0,4.0,V0,27.485156,bank,V1,1.0,V2,2.0,none,yes,0,11,0,0.7141591310501099
V0,18.671866,V0,V0,2650.958901,V4,V2,4.0,V1,V0,4.0,V1,21.835868,stores,V1,2.0,V2,1.0,none,yes,0,11,1,0.992725133895874
V2,17.04447,V4,V2,743.83178,V3,V4,4.0,V2,V0,2.0,V0,55.028652,none,V1,2.0,V2,1.0,yes,yes,0,11,0,0.984322726726532
V3,38.724243,V4,V6,2970.607169,V0,V2,2.0,V2,V0,2.0,V1,27.366925,none,V0,2.0,V1,1.0,none,yes,0,11,0,0.9669617414474487
V1,55.426167,V2,V3,4175.59093,V4,V2,4.0,V1,V0,4.0,V2,25.991742,none,V1,1.0,V1,1.0,none,yes,0,11,0,0.8356335163116455
V1,17.84095,V4,V9,1299.191047,V0,V4,2.0,V1,V0,4.0,V2,30.448436,none,V1,2.0,V3,2.0,yes,yes,0,11,1,0.7289279103279114
V0,7.288404,V1,V2,1721.33731,V0,V2,4.0,V0,V0,4.0,V3,33.802814,none,V2,1.0,V2,1.0,yes,no,0,11,1,0.8992704749107361
V0,11.23005,V4,V3,1281.456521,V0,V1,2.0,V1,V0,2.0,V2,34.889613,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.6685975790023804
V3,38.212521,V2,V6,3773.740018,V0,V2,2.0,V2,V0,1.0,V2,32.803487,bank,V1,1.0,V2,1.0,yes,yes,0,11,0,0.9464488625526428
V1,40.550426,V2,V0,7713.36285,V4,V4,4.0,V1,V0,4.0,V3,63.37259,bank,V0,1.0,V2,1.0,yes,yes,0,11,1,0.8159818649291992
V0,12.813723,V2,V2,580.825428,V1,V2,4.0,V2,V1,4.0,V1,26.482053,none,V0,1.0,V3,1.0,yes,yes,0,11,1,0.8438767194747925
V3,16.534311,V4,V0,2250.925107,V2,V2,2.0,V2,V0,1.0,V0,27.622228,none,V1,4.0,V3,1.0,yes,yes,0,11,0,0.9773955941200256
V3,16.444189,V4,V9,1337.326791,V4,V4,3.0,V0,V0,4.0,V2,29.368821,none,V0,4.0,V2,1.0,none,yes,0,11,0,0.8531358242034912
V3,11.604437,V2,V8,1470.19191,V0,V4,4.0,V1,V0,4.0,V0,43.200137,bank,V1,1.0,V2,1.0,yes,yes,0,11,0,0.9942743182182312
V1,12.463735,V1,V2,1179.297551,V1,V4,2.0,V2,V0,4.0,V1,45.705216,bank,V1,1.0,V3,1.0,yes,yes,0,11,1,0.5037370920181274
V3,24.068171,V2,V1,6765.588467,V0,V2,4.0,V1,V0,4.0,V2,27.9688,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9706661701202393
V1,8.552039,V2,V0,578.252411,V0,V3,2.0,V3,V0,3.0,V0,33.089621,none,V1,1.0,V2,1.0,none,yes,0,11,0,0.9673706293106079
V1,38.364713,V1,V0,1822.706133,V1,V4,4.0,V2,V0,4.0,V0,22.282037,none,V1,2.0,V3,1.0,yes,yes,0,11,1,0.9595103859901428
V3,23.270735,V4,V3,4043.669915,V4,V1,4.0,V2,V0,4.0,V0,42.421167,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.9861819744110107
V3,5.715103,V2,V1,1619.549647,V1,V4,2.0,V1,V0,4.0,V0,21.441294,none,V1,2.0,V2,1.0,none,yes,0,11,0,0.981330394744873
V3,24.844467,V4,V3,3717.836567,V4,V3,4.0,V1,V0,4.0,V2,25.699044,none,V1,2.0,V1,1.0,none,yes,0,11,0,0.9911540150642395
V0,35.581298,V2,V0,3664.109931,V4,V1,4.0,V0,V0,1.0,V1,24.360268,bank,V1,1.0,V2,1.0,none,yes,0,11,1,0.8687043786048889
V0,11.356393,V2,V2,1285.857229,V0,V2,4.0,V3,V0,2.0,V3,28.629242,none,V2,1.0,V2,1.0,yes,yes,0,11,0,0.5329492092132568
V0,11.98194,V2,V6,1079.052269,V1,V3,4.0,V2,V0,4.0,V0,23.834274,none,V1,1.0,V2,1.0,none,yes,0,11,1,0.7969897985458374
V0,18.064703,V3,V2,553.728159,V0,V2,4.0,V1,V0,4.0,V1,21.988581,none,V0,2.0,V2,1.0,none,yes,0,11,1,0.9097993969917297
V0,11.810127,V4,V0,1485.296951,V0,V3,2.0,V2,V0,4.0,V3,26.414615,bank,V2,1.0,V2,1.0,none,yes,0,11,1,0.8496516942977905
V0,12.519776,V2,V2,2257.27518,V0,V4,4.0,V2,V0,4.0,V2,53.618219,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.7548666000366211
V1,17.743891,V2,V3,2201.761033,V3,V4,3.0,V1,V0,4.0,V3,24.659066,none,V2,2.0,V3,1.0,yes,yes,0,11,0,0.8222159743309021
V3,43.95197,V2,V4,11550.364573,V2,V1,4.0,V2,V0,4.0,V2,26.652279,none,V0,1.0,V1,2.0,none,yes,0,11,1,0.6258004903793335
V3,31.732207,V2,V0,3571.095576,V0,V2,4.0,V2,V0,2.0,V2,33.133726,stores,V1,1.0,V2,1.0,none,no,0,11,0,0.9871729612350464
V3,14.225622,V4,V2,1754.436371,V4,V2,2.0,V1,V0,1.0,V0,24.722629,none,V0,2.0,V2,1.0,none,yes,0,11,0,0.9509518146514893
V3,33.24544,V2,V9,7766.644376,V4,V0,2.0,V1,V0,4.0,V1,56.719013,none,V1,1.0,V3,1.0,yes,yes,0,11,0,0.9336866736412048
V0,10.024918,V4,V5,1715.91513,V0,V4,1.0,V2,V0,4.0,V0,44.278617,none,V1,2.0,V1,1.0,none,yes,0,11,0,0.9820038676261902
V3,41.462202,V1,V3,3414.916289,V2,V4,4.0,V2,V0,2.0,V1,35.426178,bank,V1,1.0,V2,2.0,none,yes,0,11,0,0.8632199168205261
V1,11.989358,V4,V4,960.013639,V0,V2,3.0,V3,V0,2.0,V2,33.254237,none,V1,2.0,V1,1.0,none,yes,0,11,0,0.7837621569633484
V3,40.767123,V4,V0,2435.801475,V4,V3,4.0,V2,V0,4.0,V2,52.825415,bank,V1,2.0,V1,1.0,none,yes,0,11,0,0.9334535002708435
V1,34.567949,V0,V2,9294.548527,V0,V1,3.0,V3,V0,4.0,V3,22.811102,bank,V2,2.0,V1,1.0,none,yes,0,11,1,0.915320873260498
